ccu_code,regime,mapping_code,candidate_rank,hs6_code,national_tariff_code,tariff_description,duty_rate,sst_rate,verification_status,effective_from,effective_to,source_code,locator_type,locator_value
CCU-FOUNDATION-BRAKE,RCEP,MAP-MY-RCEP-2026-CCU-FOUNDATION-BRAKE-8708302100,1,870830,8708302100,"Brake drums, brake discs or brake pipes - for vehicles of heading 87.03",0.27300000,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870830-RATE-2026,HS_EXPLORER_RESULT,RCEP; HS 870830; RATE_2026
CCU-FOUNDATION-BRAKE,RCEP,MAP-MY-RCEP-2026-CCU-FOUNDATION-BRAKE-8708302900,1,870830,8708302900,"Other brakes, servo-brakes and parts thereof - for vehicles of heading 87.03",0.27300000,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870830-RATE-2026,HS_EXPLORER_RESULT,RCEP; HS 870830; RATE_2026
CCU-HV-BATTERY-PACK,ACFTA,MAP-MY-ACFTA-2026-8507603300-CN,1,850760,8507603300,Of a kind used for vehicles in Chapter 87,0E-8,,VERIFIED,2026-01-01,,SRC-MY-JKDM-HS-EXPLORER-ACFTA-850760-2026,HS_EXPLORER_RESULT,ACFTA; HS 850760; full HS 8507603300; RATE_2026
CCU-HV-BATTERY-PACK,MFN,MAP-MY-PDK2025-8507603300-MFN,1,850760,8507603300,Of a kind used for vehicles in Chapter 87,0.20000000,0.1,VERIFIED,2025-11-01,,SRC-MY-JKDM-HS-EXPLORER,HS_EXPLORER_RESULT,PDK 2025; 8507.60.3300; tariff result row
CCU-HV-BATTERY-PACK,RCEP,MAP-MY-RCEP-2026-8507609000-CN,1,850760,8507609000,Other lithium-ion accumulators,0.20000000,,VERIFIED,2026-01-01,,SRC-MY-JKDM-HS-EXPLORER-RCEP-850760-2026,HS_EXPLORER_RESULT,RCEP; HS 850760; full HS 8507609000; RATE_2026
CCU-IGNITION-COIL-DISTRIBUTOR,ACFTA,MAP-MY-ACFTA-2026-IGNITION-COIL-DISTRIBUTOR-8511304100,1,851130,8511304100,- - - Unassembled,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,ACFTA,MAP-MY-ACFTA-2026-IGNITION-COIL-DISTRIBUTOR-8511304900,1,851130,8511304900,- - - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,ACFTA,MAP-MY-ACFTA-2026-IGNITION-COIL-DISTRIBUTOR-8511309100,1,851130,8511309100,- - - Unassembled,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,ACFTA,MAP-MY-ACFTA-2026-IGNITION-COIL-DISTRIBUTOR-8511309900,1,851130,8511309900,- - - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,MFN,MAP-MY-PDK2025-MFN-IGNITION-COIL-DISTRIBUTOR-8511304100,1,851130,8511304100,- - - Unassembled,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-851130-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,MFN,MAP-MY-PDK2025-MFN-IGNITION-COIL-DISTRIBUTOR-8511304900,1,851130,8511304900,- - - Other,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-851130-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,MFN,MAP-MY-PDK2025-MFN-IGNITION-COIL-DISTRIBUTOR-8511309100,1,851130,8511309100,- - - Unassembled,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-851130-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,MFN,MAP-MY-PDK2025-MFN-IGNITION-COIL-DISTRIBUTOR-8511309900,1,851130,8511309900,- - - Other,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-851130-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,RCEP,MAP-MY-RCEP-2026-IGNITION-COIL-DISTRIBUTOR-8511304100,1,851130,8511304100,- - - Unassembled,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,RCEP,MAP-MY-RCEP-2026-IGNITION-COIL-DISTRIBUTOR-8511304900,1,851130,8511304900,- - - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,RCEP,MAP-MY-RCEP-2026-IGNITION-COIL-DISTRIBUTOR-8511309100,1,851130,8511309100,- - - Unassembled,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-IGNITION-COIL-DISTRIBUTOR,RCEP,MAP-MY-RCEP-2026-IGNITION-COIL-DISTRIBUTOR-8511309900,1,851130,8511309900,- - - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-851130-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=851130; find_item=yes
CCU-INSTRUMENT-CLUSTER,ACFTA,MAP-MY-ACFTA-2026-INSTRUMENT-CLUSTER-9029201000,1,902920,9029201000,- - Speedometers for motor vehicles,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-902920-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,ACFTA,MAP-MY-ACFTA-2026-INSTRUMENT-CLUSTER-9029202000,1,902920,9029202000,- - Tachometers for motor vehicles,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-902920-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,ACFTA,MAP-MY-ACFTA-2026-INSTRUMENT-CLUSTER-9029209000,1,902920,9029209000,- - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-902920-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,ACFTA,MAP-MY-ACFTA-2026-INSTRUMENT-CLUSTER-8531200000,2,853120,8531200000,- Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-853120-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=853120; find_item=yes
CCU-INSTRUMENT-CLUSTER,MFN,MAP-MY-PDK2025-MFN-INSTRUMENT-CLUSTER-9029201000,1,902920,9029201000,- - Speedometers for motor vehicles,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-902920-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,MFN,MAP-MY-PDK2025-MFN-INSTRUMENT-CLUSTER-9029202000,1,902920,9029202000,- - Tachometers for motor vehicles,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-902920-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,MFN,MAP-MY-PDK2025-MFN-INSTRUMENT-CLUSTER-9029209000,1,902920,9029209000,- - Other,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-902920-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,MFN,MAP-MY-PDK2025-MFN-INSTRUMENT-CLUSTER-8531200000,2,853120,8531200000,- Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-853120-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=853120; find_item=yes
CCU-INSTRUMENT-CLUSTER,RCEP,MAP-MY-RCEP-2026-INSTRUMENT-CLUSTER-9029201000,1,902920,9029201000,- - Speedometers for motor vehicles,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-902920-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,RCEP,MAP-MY-RCEP-2026-INSTRUMENT-CLUSTER-9029202000,1,902920,9029202000,- - Tachometers for motor vehicles,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-902920-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,RCEP,MAP-MY-RCEP-2026-INSTRUMENT-CLUSTER-9029209000,1,902920,9029209000,- - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-902920-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=902920; find_item=yes
CCU-INSTRUMENT-CLUSTER,RCEP,MAP-MY-RCEP-2026-INSTRUMENT-CLUSTER-8531200000,2,853120,8531200000,- Indicator panels incorporating liquid crystal de,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-853120-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=853120; find_item=yes
CCU-INSTRUMENT-PANEL-DASHBOARD,ACFTA,MAP-MY-ACFTA-2026-INSTRUMENT-PANEL-DASHBOARD-8708299300,1,870829,8708299300,- - - - - Interior trim fittings; mudguards,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-INSTRUMENT-PANEL-DASHBOARD,ACFTA,MAP-MY-ACFTA-2026-INSTRUMENT-PANEL-DASHBOARD-8708299600,1,870829,8708299600,- - - - - Interior trim fittings; mudguards,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-INSTRUMENT-PANEL-DASHBOARD,MFN,MAP-MY-PDK2025-MFN-INSTRUMENT-PANEL-DASHBOARD-8708299300,1,870829,8708299300,- - - - - Interior trim fittings; mudguards,0.25000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870829-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-INSTRUMENT-PANEL-DASHBOARD,MFN,MAP-MY-PDK2025-MFN-INSTRUMENT-PANEL-DASHBOARD-8708299600,1,870829,8708299600,- - - - - Interior trim fittings; mudguards,0.25000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870829-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-INSTRUMENT-PANEL-DASHBOARD,RCEP,MAP-MY-RCEP-2026-INSTRUMENT-PANEL-DASHBOARD-8708299300,1,870829,8708299300,- - - - - Interior trim fittings; mudguards,0.22700000,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-INSTRUMENT-PANEL-DASHBOARD,RCEP,MAP-MY-RCEP-2026-INSTRUMENT-PANEL-DASHBOARD-8708299600,1,870829,8708299600,- - - - - Interior trim fittings; mudguards,0.22700000,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-LAMINATED-WINDSHIELD,ACFTA,MAP-MY-ACFTA-2026-LAMINATED-WINDSHIELD-7007211000,1,700721,7007211000,- - - Suitable for vehicles of Chapter 87,0.30000000,0.1,VERIFIED,2026-01-01,,SRC-MY-JKDM-ACFTA-700721-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=700721; find_item=yes
CCU-LAMINATED-WINDSHIELD,MFN,MAP-MY-PDK2025-MFN-7007211000,1,700721,7007211000,Suitable for vehicles of Chapter 87,0.30000000,0.1,VERIFIED,2025-11-01,,SRC-MY-JKDM-PDK2025-700721-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=700721; find_item=yes
CCU-LAMINATED-WINDSHIELD,RCEP,MAP-MY-RCEP-2026-LAMINATED-WINDSHIELD-7007211000,1,700721,7007211000,- - - Suitable for vehicles of Chapter 87,0.30000000,0.1,VERIFIED,2026-01-01,,SRC-MY-JKDM-RCEP-700721-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=700721; find_item=yes
CCU-MOTOR-VEHICLE-SEAT,ACFTA,MAP-MY-ACFTA-2026-MOTOR-VEHICLE-SEAT-9401201000,1,940120,9401201000,"- - Of a kind used for vehicles of heading 87.02, 87.03 or 87.04",0E-8,0.1,VERIFIED,2026-01-01,,SRC-MY-JKDM-ACFTA-940120-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=940120; find_item=yes
CCU-MOTOR-VEHICLE-SEAT,MFN,MAP-MY-PDK2025-MFN-9401201000,1,940120,9401201000,"Of a kind used for vehicles of heading 87.02, 87.03 or 87.04",0.30000000,0.1,VERIFIED,2025-11-01,,SRC-MY-JKDM-PDK2025-940120-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=940120; find_item=yes
CCU-MOTOR-VEHICLE-SEAT,RCEP,MAP-MY-RCEP-2026-MOTOR-VEHICLE-SEAT-9401201000,1,940120,9401201000,"- - For vehicles of heading 87.02, 87.03 or 87.04",0.23700000,0.1,VERIFIED,2026-01-01,,SRC-MY-JKDM-RCEP-940120-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=940120; find_item=yes
CCU-ONBOARD-CHARGER,ACFTA,MAP-MY-ACFTA-2026-CCU-ONBOARD-CHARGER-8504402000,1,850440,8504402000,Battery chargers having a rating exceeding 100 kVA,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-850440-RATE-2026,HS_EXPLORER_RESULT,ACFTA; HS 850440; RATE_2026
CCU-ONBOARD-CHARGER,ACFTA,MAP-MY-ACFTA-2026-CCU-ONBOARD-CHARGER-8504403000,1,850440,8504403000,Other rectifiers,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-850440-RATE-2026,HS_EXPLORER_RESULT,ACFTA; HS 850440; RATE_2026
CCU-ONBOARD-CHARGER,ACFTA,MAP-MY-ACFTA-2026-CCU-ONBOARD-CHARGER-8504409000,1,850440,8504409000,Other static converters,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-850440-RATE-2026,HS_EXPLORER_RESULT,ACFTA; HS 850440; RATE_2026
CCU-ONBOARD-CHARGER,MFN,MAP-MY-MFN-CCU-ONBOARD-CHARGER-8504402000-R1,1,850440,8504402000,Battery chargers having a rating exceeding 100 kVA,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-850440-20260728,PORTAL_POST_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=850440; find_item=yes
CCU-ONBOARD-CHARGER,MFN,MAP-MY-MFN-CCU-ONBOARD-CHARGER-8504403000-R1,1,850440,8504403000,Other rectifiers,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-850440-20260728,PORTAL_POST_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=850440; find_item=yes
CCU-ONBOARD-CHARGER,MFN,MAP-MY-MFN-CCU-ONBOARD-CHARGER-8504409000-R1,1,850440,8504409000,Other static converters,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-850440-20260728,PORTAL_POST_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=850440; find_item=yes
CCU-ONBOARD-CHARGER,RCEP,MAP-MY-RCEP-2026-CCU-ONBOARD-CHARGER-8504402000,1,850440,8504402000,Battery chargers having a rating exceeding 100 kVA,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-850440-RATE-2026,HS_EXPLORER_RESULT,RCEP; HS 850440; RATE_2026
CCU-ONBOARD-CHARGER,RCEP,MAP-MY-RCEP-2026-CCU-ONBOARD-CHARGER-8504403000,1,850440,8504403000,Other rectifiers,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-850440-RATE-2026,HS_EXPLORER_RESULT,RCEP; HS 850440; RATE_2026
CCU-ONBOARD-CHARGER,RCEP,MAP-MY-RCEP-2026-CCU-ONBOARD-CHARGER-8504409000,1,850440,8504409000,Other static converters,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-850440-RATE-2026,HS_EXPLORER_RESULT,RCEP; HS 850440; RATE_2026
CCU-PASSENGER-BODY-SHELL,ACFTA,MAP-MY-ACFTA-2026-CCU-PASSENGER-BODY-SHELL-8707109000,1,870710,8707109000,Other bodies for vehicles of heading 87.03,0E-8,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870710-RATE-2026,HS_EXPLORER_RESULT,ACFTA; HS 870710; RATE_2026
CCU-PASSENGER-BODY-SHELL,MFN,MAP-MY-MFN-CCU-PASSENGER-BODY-SHELL-8707109000-R1,1,870710,8707109000,Other bodies for vehicles of heading 87.03,0.30000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870710-20260728,PORTAL_POST_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870710; find_item=yes
CCU-PASSENGER-BODY-SHELL,RCEP,MAP-MY-RCEP-2026-CCU-PASSENGER-BODY-SHELL-8707109000,1,870710,8707109000,Other bodies for vehicles of heading 87.03,0.27300000,,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870710-RATE-2026,HS_EXPLORER_RESULT,RCEP; HS 870710; RATE_2026
CCU-PASSENGER-CAR-TYRE,ACFTA,MAP-MY-ACFTA-2026-PASSENGER-CAR-TYRE-4011100000,1,401110,4011100000,- Of a kind used on motor cars (including station wagons and racing cars),0.05000000,0.05,VERIFIED,2026-01-01,,SRC-MY-JKDM-ACFTA-401110-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=401110; find_item=yes
CCU-PASSENGER-CAR-TYRE,MFN,MAP-MY-PDK2025-MFN-PASSENGER-CAR-TYRE-4011100000,1,401110,4011100000,- Of a kind used on motor cars (including station wagons and racing cars),0.40000000,0.05,VERIFIED,2025-11-01,,SRC-MY-JKDM-PDK2025-401110-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=401110; find_item=yes
CCU-PASSENGER-CAR-TYRE,RCEP,MAP-MY-RCEP-2026-PASSENGER-CAR-TYRE-4011100000,1,401110,4011100000,- Of a kind used on motor cars (including station,0.40000000,0.05,VERIFIED,2026-01-01,,SRC-MY-JKDM-RCEP-401110-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=401110; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,ACFTA,MAP-MY-ACFTA-2026-POWER-WINDOW-REGULATOR-MOTOR-8708291600,1,870829,8708291600,"- - - - Other, for vehicles of heading 87.03",0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,ACFTA,MAP-MY-ACFTA-2026-POWER-WINDOW-REGULATOR-MOTOR-8708299500,1,870829,8708299500,- - - - - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,ACFTA,MAP-MY-ACFTA-2026-POWER-WINDOW-REGULATOR-MOTOR-8708299800,1,870829,8708299800,- - - - - Other,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,ACFTA,MAP-MY-ACFTA-2026-POWER-WINDOW-REGULATOR-MOTOR-8501316000,2,850131,8501316000,- - - Motors of a kind used for vehicles in Chapter 87,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-850131-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=850131; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,MFN,MAP-MY-PDK2025-MFN-POWER-WINDOW-REGULATOR-MOTOR-8708291600,1,870829,8708291600,"- - - - Other, for vehicles of heading 87.03",0.25000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870829-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,MFN,MAP-MY-PDK2025-MFN-POWER-WINDOW-REGULATOR-MOTOR-8708299500,1,870829,8708299500,- - - - - Other,0.25000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870829-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,MFN,MAP-MY-PDK2025-MFN-POWER-WINDOW-REGULATOR-MOTOR-8708299800,1,870829,8708299800,- - - - - Other,0.25000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870829-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,MFN,MAP-MY-PDK2025-MFN-POWER-WINDOW-REGULATOR-MOTOR-8501316000,2,850131,8501316000,- - - Motors of a kind used for vehicles in Chapter 87,0E-8,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-850131-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=850131; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,RCEP,MAP-MY-RCEP-2026-POWER-WINDOW-REGULATOR-MOTOR-8708291600,1,870829,8708291600,"- - - - Other, for vehicles of heading 87.03",0.22700000,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,RCEP,MAP-MY-RCEP-2026-POWER-WINDOW-REGULATOR-MOTOR-8708299500,1,870829,8708299500,- - - - - Other,0.22700000,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-POWER-WINDOW-REGULATOR-MOTOR,RCEP,MAP-MY-RCEP-2026-POWER-WINDOW-REGULATOR-MOTOR-8708299800,1,870829,8708299800,- - - - - Other,0.22700000,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870829-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=870829; find_item=yes
CCU-PROPELLER-DRIVE-SHAFT,ACFTA,MAP-MY-ACFTA-2026-PROPELLER-DRIVE-SHAFT-8708996200,1,870899,8708996200,- - - - - For vehicles of heading 87.03,0E-8,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-ACFTA-870899-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=870899; find_item=yes
CCU-PROPELLER-DRIVE-SHAFT,MFN,MAP-MY-PDK2025-MFN-PROPELLER-DRIVE-SHAFT-8708996200,1,870899,8708996200,- - - - - For vehicles of heading 87.03,0.30000000,0.1,CANDIDATE,2025-11-01,,SRC-MY-JKDM-PDK2025-870899-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=870899; find_item=yes
CCU-PROPELLER-DRIVE-SHAFT,RCEP,MAP-MY-RCEP-2026-PROPELLER-DRIVE-SHAFT-8708996200,1,870899,8708996200,- - - - - For vehicles of heading 87.03,0.27300000,0.1,CANDIDATE,2026-01-01,,SRC-MY-JKDM-RCEP-870899-RATE2026-P1-60,PORTAL_QUERY,POST hsType=RCEP; hsCriteria=1; hsKeyword=870899; find_item=yes
CCU-REAR-VIEW-MIRROR,ACFTA,MAP-MY-ACFTA-2026-REAR-VIEW-MIRROR-7009100000,1,700910,7009100000,- Rear-view mirrors for vehicles,0E-8,0.1,VERIFIED,2026-01-01,,SRC-MY-JKDM-ACFTA-700910-RATE2026-P1-60,PORTAL_QUERY,POST hsType=ACFTA; hsCriteria=1; hsKeyword=700910; find_item=yes
CCU-REAR-VIEW-MIRROR,MFN,MAP-MY-PDK2025-MFN-REAR-VIEW-MIRROR-7009100000,1,700910,7009100000,- Rear-view mirrors for vehicles,0.05000000,0.1,VERIFIED,2025-11-01,,SRC-MY-JKDM-PDK2025-700910-P1-60-20260729,PORTAL_QUERY,POST hsType=PDK; hsCriteria=1; hsKeyword=700910; find_item=yes
