"regime","hs6_query","national_tariff_code","description","current_rate","source_file","source_sha256"
"ACFTA","870340","8703405500","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703405600","- - - - Of a cylinder capacity not exceeding 1,500 cc","0","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703405700","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703405800","- - - - Of a cylinder capacity exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406700","- - - - Of a cylinder capacity exceeding 3,000 cc, of four-wheel drive","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703406800","- - - - Of a cylinder capacity exceeding 3,000 cc, not of four-wheel drive","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703407700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703408700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409700","- - - - Of a cylinder capacity exceeding 3,000 cc, of four-wheel drive","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870340","8703409800","- - - - Of a cylinder capacity exceeding 3,000 cc, not of four-wheel drive","30","JKDM_HS_Explorer_ACFTA_870340_RATE_2026.html","15f2228735247cef0dbed2b83fa9a7d4cdac975bb1d6aff203aa9b4a6d160207"
"ACFTA","870350","870350","- Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power :","","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501100","- - - Go-karts","2.5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501200","- - - All-Terrain Vehicles (ATV)","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501300","- - - Ambulances","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501400","- - - Hearses","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501500","- - - Prison vans","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501600","- - - - Of a cylinder capacity not exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501700","- - - - Of a cylinder capacity exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501800","- - - - Of a cylinder capacity not exceeding 1,500 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703501900","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502100","- - - - Of a cylinder capacity exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502200","- - - - Of a cylinder capacity not exceeding 1,500 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502400","- - - - Of a cylinder capacity exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502500","- - - - Of a cylinder capacity not exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502600","- - - - Of a cylinder capacity exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502700","- - - - Of a cylinder capacity not exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703502800","- - - - Of a cylinder capacity exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703503100","- - - Go-karts","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703503200","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703503300","- - - - Of a cylinder capacity exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703503400","- - - - Of a cylinder capacity not exceeding 1,500 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703503500","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703503600","- - - - Of a cylinder capacity exceeding 2,500 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703504700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505500","- - - - Of a cylinder capacity exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505600","- - - - Of a cylinder capacity not exceeding 1,500 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505700","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703505800","- - - - Of a cylinder capacity exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703506700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703507700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703508700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509100","- - - - Of a cylinder capacity not exceeding 1,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509200","- - - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509300","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 1,800 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509400","- - - - Of a cylinder capacity exceeding 1,800 cc but not exceeding 2,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509500","- - - - Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509600","- - - - Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870350","8703509700","- - - - Of a cylinder capacity exceeding 3,000 cc","30","JKDM_HS_Explorer_ACFTA_870350_RATE_2026.html","c190e61c7a8e55c65b36c160fe3c794c2bab278b4509abdcf9155858367a35a3"
"ACFTA","870360","870360","- Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power :","","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601100","- - - Go-karts","0","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601200","- - - All-Terrain Vehicles (ATV)","5","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601300","- - - Ambulances","0","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601400","- - - Hearses","5","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601500","- - - Prison vans","5","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601600","- - - - Of a cylinder capacity not exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601700","- - - - Of a cylinder capacity exceeding 2,000 cc","0","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601800","- - - - Of a cylinder capacity not exceeding 1,500 cc","10","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703601900","- - - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
"ACFTA","870360","8703602100","- - - - Of a cylinder capacity exceeding 2,000 cc","5","JKDM_HS_Explorer_ACFTA_870360_RATE_2026.html","c80ca2d2c2f9b1ec92cc5caa0ca9cd751328e6206399986d2dd05e24f8c1e6e6"
