agreement,source_file,vn_code,hs6_code,national_tariff_code_as_stored,description_vi,rates_extracted,country_markers,notes,business_scope_guess,rate_column_count,extraction_status
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.70.92,870370,8703709200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.70.93,870370,8703709300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.70.94,870370,8703709400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.70.95,870370,8703709500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.70.96,870370,8703709600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.70.97,870370,8703709700,- - - - Dung tích xi lanh trên 3.000 cc,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80,870380,,"- Xe khác, loại chỉ sử dụng động cơ điện để tạo động lực:",,,- - Dạng CKD:,HEADING_OR_SUBHEADING,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.11,870380,8703801100,- - - Xe đua cỡ nhỏ,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.12,870380,8703801200,- - - Xe địa hình ATV (All-Terrain Vehicles),*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.13,870380,8703801300,- - - Ô tô cứu thương,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.14,870380,8703801400,- - - Ô tô tang lễ,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.15,870380,8703801500,- - - Ô tô chở phạm nhân,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.16,870380,8703801600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.17,870380,8703801700,- - - Ô tô kiểu Sedan,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.18,870380,8703801800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.19,870380,8703801900,- - - Loại khác,*,,- - Loại khác:,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.91,870380,8703809100,- - - Xe đua cỡ nhỏ,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.92,870380,8703809200,- - - Xe địa hình ATV (All-Terrain Vehicles),50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.93,870380,8703809300,- - - Ô tô cứu thương,5,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.94,870380,8703809400,- - - Ô tô tang lễ,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.95,870380,8703809500,- - - Ô tô chở phạm nhân,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.96,870380,8703809600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.97,870380,8703809700,- - - Ô tô kiểu Sedan,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.98,870380,8703809800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.80.99,870380,8703809900,- - - Loại khác,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90,870390,,- Loại khác:,,,- - Dạng CKD:,HEADING_OR_SUBHEADING,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.11,870390,8703901100,- - - Xe đua cỡ nhỏ,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.12,870390,8703901200,- - - Xe địa hình ATV (All-Terrain Vehicles),*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.13,870390,8703901300,- - - Ô tô cứu thương,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.14,870390,8703901400,- - - Ô tô tang lễ,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.15,870390,8703901500,- - - Ô tô chở phạm nhân,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.16,870390,8703901600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.17,870390,8703901700,- - - Ô tô kiểu Sedan,*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.18,870390,8703901800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",*,,,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.19,870390,8703901900,- - - Loại khác,*,,- - Loại khác:,CKD_OR_SPECIAL_LOW_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.91,870390,8703909100,- - - Xe đua cỡ nhỏ,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.92,870390,8703909200,- - - Xe địa hình ATV (All-Terrain Vehicles),50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.93,870390,8703909300,- - - Ô tô cứu thương,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.94,870390,8703909400,- - - Ô tô tang lễ,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.95,870390,8703909500,- - - Ô tô chở phạm nhân,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.96,870390,8703909600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.97,870390,8703909700,- - - Ô tô kiểu Sedan,50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.98,870390,8703909800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",50,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,2023_545 + 546_118-2022-NĐ-CP.doc,8703.90.99,870390,8703909900,- - - Loại khác,50|*|*|*|*|*|*|0|0|0|0|0|0|0|*|*|*|*|50|50|50|45|45|45|45|45|*|*|50|50|50|30|30|30|*|*|50|50|50|30|30|0|30|0|*|*|0|0|0|0|0|0|*|*|0|0|0|0|0|0|0|*|*|0|0|0|0|0|0|*|*|*|*|50|50|50|45|45|45|45|45|*|*|50|50|50|30|30|30|*|*|50|50|50|0|30|30|0|*|*|5|5|5|5|5|5|*|*|5|5|5|5|5|5|5|*|*|5|5|5|5|5|5|5|*|*|50|50|50|45|45|45|45|45|*|*|50|50|50|30|30|30|*|*|50|50|50|30|30|0|30|0|*|*|0|0|0|0|0|0|*|*|0|0|0|0|0|0|*|*|0|0|0|*|*|50|50|50|45|45|45|45|45|*|*|50|50|50|30|30|30|*|*|50|50|50|0|30|30|0|*|*|5|5|5|5|5|5|*|*|5|5|5|5|5|5|5|*|*|5|5|5|*|*|*|45|45|45|30|30|30|50|*|45|30|30|30|50|0|0|0|0|0|0|0|5|5|50|50|50|50|50|50|50|50|50|50|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|*|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|45|0|0|0|0|0|0|0|0|0|0|45|45|45|45|45|45|45|45|45|45|45|45|0|10|10|10|0|0|13|13|13|13|13|13|13|13|0|0|0|0|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,"BN, KH, ID, MY, MM|BN, KH, ID, MY, MM|BN, KH, ID, MY, MM|BN, KH, ID, MY, MM|BN, KH, ID, MY, MM|BN, KH, ID, MY, MM|BN, KH, ID, MY, MM|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, KH, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, LA, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH, CN|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, ID, MY, MM, PH|BN, MM|BN, MM|BN, MM|BN, KH, MM|BN, KH, MM|BN, ID, LA, PH|BN, ID, LA, PH|BN, ID, LA, PH|BN, ID, LA, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|ID, PH|ID, PH|PH|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, TH, CN|ID, PH, TH, CN|ID, PH, TH, CN|ID, PH, TH, CN|ID, PH, TH, CN|ID, PH, CN|ID, PH, CN|ID, PH|ID, PH|ID, PH|ID, PH, CN|ID, PH, CN|ID, PH, CN|ID, PH, TH|ID, PH, TH|ID, PH, TH|PH, TH, CN|PH, TH, CN|PH, TH|PH, TH|PH, TH|PH, TH, CN|PH, TH, CN|PH, TH, CN|PH, TH|PH, TH|PH, TH|PH, TH|PH, TH|PH, TH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|KH, ID, PH, TH|KH, ID, PH, TH|KH, ID, PH, TH|KH, ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|PH, TH|PH, TH|PH, TH|PH, TH|PH, TH|ID, PH, TH, CN|ID, PH, TH, CN|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|ID, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, KH, ID, LA, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MY, MM, PH, TH|BN, KH, ID, MM|BN, KH, ID, MM|BN, KH, ID, MM|BN, ID, PH, TH|BN, ID, PH, TH|BN, ID, PH, TH|BN, ID, PH, TH|BN, ID, PH, TH|BN, ID, PH, TH|BN, ID, PH, TH|BN, ID, PH, TH|BN, KH, ID, MM, PH|BN, KH, ID, MM, PH|BN, KH, ID, MM, PH|BN, ID, PH|BN, ID, PH|BN, KH, ID, PH|BN, KH, ID, PH|BN, KH, ID, PH|BN, KH, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID, PH|BN, ID|BN, ID|BN|BN, ID|ID|ID|BN, ID|BN|BN|BN|BN|BN|BN|CN|CN|CN|CN|CN|CN|CN|CN|CN|CN|CN|CN|CN|KH",87.04|Xe có động cơ dùng để chở hàng|8704.10|- Xe tự đổ được thiết kế để sử dụng trên các loại đường không phải đường quốc lộ:|- - Dạng CKD:,CBU_OR_ORDINARY_VEHICLE_BLOCK,684,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.10,870310,,- Xe được thiết kế đặc biệt để đi trên tuyết; xe chơi gôn (golf car) và các loại xe tương tự:,,,,HEADING_OR_SUBHEADING,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.10.10,870310,8703101000,- - Xe chơi gôn (kể cả xe golf buggies) và các loại xe tương tự,0|0|0|0|0|0,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.10.90,870310,8703109000,- - Loại khác,0|0|0|0|0|0,,"- Loại xe khác, chỉ sử dụng động cơ đốt trong kiểu piston đốt cháy bằng tia lửa điện:",UNKNOWN,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21,870321,,- - Dung tích xi lanh không quá 1.000 cc:,,,- - - Dạng CKD:,HEADING_OR_SUBHEADING,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.11,870321,8703211100,- - - - Xe đua cỡ nhỏ,*|*|*|*|*|*,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.12,870321,8703211200,- - - - Xe địa hình ATV (All-Terrain Vehicles),*|*|*|*|*|*,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.13,870321,8703211300,- - - - Ô tô cứu thương,*|*|*|*|*|*,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.14,870321,8703211400,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),*|*|*|*|*|*,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.15,870321,8703211500,- - - - Ô tô kiểu Sedan,*|*|*|*|*|*,,"- - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van):",CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.21,870321,8703212100,- - - - - Loại bốn bánh chủ động,*|*|*|*|*|*,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.29,870321,8703212900,- - - - - Loại khác,*|*|*|*|*|*,,- - - - Loại khác:,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.31,870321,8703213100,- - - - - Xe 3 bánh,*|*|*|*|*|*,,,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.39,870321,8703213900,- - - - - Loại khác,*|*|*|*|*|*,,- - - Loại khác:,CKD_OR_SPECIAL_LOW_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ATIGA,2023_475 + 476_126-2022-NĐ-CP.doc,8703.21.41,870321,8703214100,- - - - Xe đua cỡ nhỏ,0|0|0|0|0|0,,,CBU_OR_ORDINARY_VEHICLE_BLOCK,6,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
