agreement,origin_group,origin_countries,source_file,vn_code,hs6_code,national_tariff_code_as_stored,description_vi,rates_extracted,rate_2026,rate_2027,country_markers,business_scope_guess,extraction_status
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.45,870370,8703704500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.46,870370,8703704600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.47,870370,8703704700,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.51,870370,8703705100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.52,870370,8703705200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.53,870370,8703705300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.54,870370,8703705400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.55,870370,8703705500,- - - - Dung tích xi lanh trên 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.56,870370,8703705600,- - - - Dung tích xi lanh không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.57,870370,8703705700,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.58,870370,8703705800,- - - - Dung tích xi lanh trên 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.61,870370,8703706100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.62,870370,8703706200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.63,870370,8703706300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.64,870370,8703706400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.65,870370,8703706500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.66,870370,8703706600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.67,870370,8703706700,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.71,870370,8703707100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.72,870370,8703707200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.73,870370,8703707300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.74,870370,8703707400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.75,870370,8703707500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.76,870370,8703707600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.77,870370,8703707700,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.81,870370,8703708100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.82,870370,8703708200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.83,870370,8703708300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.84,870370,8703708400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.85,870370,8703708500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.86,870370,8703708600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.87,870370,8703708700,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.91,870370,8703709100,- - - - Dung tích xi lanh không quá 1.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.92,870370,8703709200,- - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.93,870370,8703709300,- - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.94,870370,8703709400,- - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.95,870370,8703709500,- - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.96,870370,8703709600,- - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.70.97,870370,8703709700,- - - - Dung tích xi lanh trên 3.000 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.91,870380,8703809100,- - - Xe đua cỡ nhỏ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.92,870380,8703809200,- - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.93,870380,8703809300,- - - Ô tô cứu thương,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.94,870380,8703809400,- - - Ô tô tang lễ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.95,870380,8703809500,- - - Ô tô chở phạm nhân,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.96,870380,8703809600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.97,870380,8703809700,- - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.98,870380,8703809800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.80.99,870380,8703809900,- - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.91,870390,8703909100,- - - Xe đua cỡ nhỏ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.92,870390,8703909200,- - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.93,870390,8703909300,- - - Ô tô cứu thương,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.94,870390,8703909400,- - - Ô tô tang lễ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.95,870390,8703909500,- - - Ô tô chở phạm nhân,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.96,870390,8703909600,- - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.97,870390,8703909700,- - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,ASEAN,"BN,KH,ID,LA,MY,SG,TH,MM,PH",2023_129 + 130_129-2022-NĐ-CP.doc,8703.90.98,870390,8703909800,"- - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van)",70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.41,870321,8703214100,- - - - Xe đua cỡ nhỏ,63|56|49|42|35|28,35,28,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.42,870321,8703214200,- - - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.44,870321,8703214400,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.45,870321,8703214500,- - - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.51,870321,8703215100,- - - - - Loại bốn bánh chủ động,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.59,870321,8703215900,- - - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.91,870321,8703219100,- - - - - Xe 3 bánh,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.21.99,870321,8703219900,- - - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.41,870322,8703224100,- - - - Xe đua cỡ nhỏ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.42,870322,8703224200,- - - - Xe địa hình ATV (All-Terrain Vehicles),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.43,870322,8703224300,- - - - Ô tô cứu thương,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.44,870322,8703224400,- - - - Ô tô tang lễ,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.45,870322,8703224500,- - - - Ô tô chở phạm nhân,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.46,870322,8703224600,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.47,870322,8703224700,- - - - Ô tô kiểu Sedan,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.51,870322,8703225100,- - - - - Loại bốn bánh chủ động,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.59,870322,8703225900,- - - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.22.90,870322,8703229000,- - - - Loại khác,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.23.51,870323,8703235100,- - - - Ô tô cứu thương,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.23.52,870323,8703235200,- - - - Ô tô tang lễ,20|20|20|20|20|20,20,20,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.23.53,870323,8703235300,- - - - Ô tô chở phạm nhân,15|15|15|15|15|15,15,15,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.23.54,870323,8703235400,- - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes),67|67|67|67|67|67,67,67,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
RCEP,AU,AU,2023_147 + 148_129-2022-NĐ-CP.doc,8703.23.55,870323,8703235500,- - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc,70|70|70|70|70|70,70,70,,CBU_OR_ORDINARY_VEHICLE_BLOCK,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
