agreement,source_extract_file,vn_hs8_code,national_tariff_code_as_stored,hs6_code,extraction_status,preferential_rate,rate_year_columns,context_snippet
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.72,8703507200,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh chủ động: 8703.50.71 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.72 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.73 - - - - Dung tích xi lanh trên 1. --- HIT --- rên 1.000 cc nhưng không quá 1.500 cc 8703.40.43 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.44 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.45 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40."
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.73,8703507300,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh chủ động: 8703.50.71 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.72 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.73 - - - - Dung tích xi lanh trên 1. --- HIT --- rên 1.000 cc nhưng không quá 1.500 cc 8703.40.43 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.44 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.45 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.46 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40."
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.74,8703507400,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,71 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.72 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.73 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.74 - - - - Dung --- HIT --- rên 1.500 cc nhưng không quá 1.800 cc 8703.40.44 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.45 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.46 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.47 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô chở phạm nhân: 8703.40.51 - - - - Dung tíc
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.75,8703507500,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.73 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.74 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.75 - - - - Dung --- HIT --- rên 1.800 cc nhưng không quá 2.000 cc 8703.40.45 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.46 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.47 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô chở phạm nhân: 8703.40.51 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.52 - - - - Dung tích xi lanh trên 1.000
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.76,8703507600,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.74 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.76 - - - - Dung --- HIT --- rên 2.000 cc nhưng không quá 2.500 cc 8703.40.46 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.47 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô chở phạm nhân: 8703.40.51 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.52 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.53 - - - - Dung tích xi lanh trên 1.500
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.77,8703507700,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.76 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.50.77 - - - - Dung --- HIT --- rên 2.500 cc nhưng không quá 3.000 cc 8703.40.47 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô chở phạm nhân: 8703.40.51 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.52 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.53 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.54 - - - - Dung tích xi lanh trên 1.800 c
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.81,8703508100,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"- - - Dung tích xi lanh trên 3.000 cc - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), không phải loại bốn bánh chủ động: 8703.50.81 - - - - Dung tích xi --- HIT --- xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.53 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.54 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 3.000 cc 8703.40.55 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.40.56 - - - - Dung tích xi la"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.82,8703508200,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"ể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), không phải loại bốn bánh chủ động: 8703.50.81 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.82 - - - - Dung tích xi --- HIT --- xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.54 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 3.000 cc 8703.40.55 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.40.56 - - - - Dung tích xi lanh không quá 1.500 cc 8703.40.57 - - - - Dung tích xi lanh trên 1.500 cc như"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.83,8703508300,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"thao, nhưng không kể ô tô van), không phải loại bốn bánh chủ động: 8703.50.81 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.82 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.83 - - - - Dung tích xi --- HIT --- xi lanh trên 1.800 cc nhưng không quá 3.000 cc 8703.40.55 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.40.56 - - - - Dung tích xi lanh không quá 1.500 cc 8703.40.57 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc 8703.40.58 - - - - Dung tích xi lanh trên 2.000 cc -"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.84,8703508400,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,81 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.82 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.83 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.84 - - - - Dung tích xi --- HIT --- xi lanh trên 3.000 cc - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.40.56 - - - - Dung tích xi lanh không quá 1.500 cc 8703.40.57 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc 8703.40.58 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.40.61 - - - - Dung tích xi lanh không quá 1.000 c
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.85,8703508500,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.83 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.84 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.85 - - - - Dung tích xi --- HIT --- ư căn hộ) (Motor-homes): 8703.40.56 - - - - Dung tích xi lanh không quá 1.500 cc 8703.40.57 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc 8703.40.58 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.40.61 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.62 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.86,8703508600,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.84 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.85 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.86 - - - - Dung tích xi --- HIT --- 0 cc 8703.40.57 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc 8703.40.58 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.40.61 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.62 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.63 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.87,8703508700,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.85 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.86 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.50.87 - - - - Dung tích xi --- HIT --- 0 cc 8703.40.58 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.40.61 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.62 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.63 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.64 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.91,8703509100,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,ng tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.86 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.50.87 - - - - Dung tích xi lanh trên 3.000 cc - - - Loại khác: 8703.50.91 - - - - Dung tích xi lanh kh --- HIT --- 0.61 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.62 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.63 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.64 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.65 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.92,8703509200,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"8703.50.86 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.50.87 - - - - Dung tích xi lanh trên 3.000 cc - - - Loại khác: 8703.50.91 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.92 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.5 --- HIT --- 3.40.64 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.65 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.66 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.67 - - - - Dung tích xi lanh trên 3.000 cc, loại bốn bánh chủ động 8703.40.68 - - - - Dung"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.93,8703509300,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,8703.50.87 - - - - Dung tích xi lanh trên 3.000 cc - - - Loại khác: 8703.50.91 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.92 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.93 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.94 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.95 - - - - Dung tích xi lanh trên 2.000 --- HIT --- h trên 1.800 cc nhưng không quá 2.000 cc 8703.40.65 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.66 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 87
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.94,8703509400,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"91 - - - - Dung tích xi lanh không quá 1.000 cc 8703.50.92 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.93 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.94 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.95 - - - - Dung tích xi lanh trên 2.000 --- HIT --- h trên 1.800 cc nhưng không quá 2.000 cc 8703.40.65 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.66 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.67 - - - - Dung tích xi lanh trên 3.000 cc, loại bốn bánh chủ động 87"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.95,8703509500,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.50.93 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.94 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.95 - - - - Dung tích xi lanh trên 2.000 --- HIT --- h trên 1.800 cc nhưng không quá 2.000 cc 8703.40.65 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.66 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.67 - - - - Dung tích xi lanh trên 3.000 cc, loại bốn bánh chủ động 8703.40.68 - - - - Dung tích xi lanh trên 3.000 cc, không phải loại bốn bánh c"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.96,8703509600,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.50.94 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.95 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.96 - - - - Dung tích xi lanh trên 2.500 cc nhưng k --- HIT --- cc nhưng không quá 2.500 cc 8703.40.66 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.67 - - - - Dung tích xi lanh trên 3.000 cc, loại bốn bánh chủ động 8703.40.68 - - - - Dung tích xi lanh trên 3.000 cc, không phải loại bốn bánh chủ động - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (st"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.50.97,8703509700,870350,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.50.95 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.50.96 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.50.97 - - --- HIT --- 703.40.66 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.67 - - - - Dung tích xi lanh trên 3.000 cc, loại bốn bánh chủ động 8703.40.68 - - - - Dung tích xi lanh trên 3.000 cc, không phải loại bốn bánh chủ động - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh c"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.11,8703601100,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"anh trên 3.000 cc 8703.60 - Xe khác, loại kết hợp động cơ đốt trong kiểu piston đốt cháy bằng tia lửa điện và động cơ điện để tạo động lực, có khả năng nạp điện từ nguồn điện bên ngoài: - - Dạng CKD: 8703.60.11 - - - Xe đua cỡ nhỏ 8703.60.12 - - - Xe địa hìn --- HIT --- (station wagons) và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh chủ động: 8703.40.71 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.72 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.73 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.74 - - - - Dung tích xi lanh trên"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.12,8703601200,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"hác, loại kết hợp động cơ đốt trong kiểu piston đốt cháy bằng tia lửa điện và động cơ điện để tạo động lực, có khả năng nạp điện từ nguồn điện bên ngoài: - - Dạng CKD: 8703.60.11 - - - Xe đua cỡ nhỏ 8703.60.12 - - - Xe địa hìn --- HIT --- (station wagons) và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh chủ động: 8703.40.71 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.72 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.73 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.74 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 c"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.13,8703601300,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"bằng tia lửa điện và động cơ điện để tạo động lực, có khả năng nạp điện từ nguồn điện bên ngoài: - - Dạng CKD: 8703.60.11 - - - Xe đua cỡ nhỏ 8703.60.12 - - - Xe địa hình ATV (All-Terrain Vehicles) 8703.60.13 - - - Ô tô cứu t --- HIT --- hủ động: 8703.40.71 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.72 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.73 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.74 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.14,8703601400,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"n để tạo động lực, có khả năng nạp điện từ nguồn điện bên ngoài: - - Dạng CKD: 8703.60.11 - - - Xe đua cỡ nhỏ 8703.60.12 - - - Xe địa hình ATV (All-Terrain Vehicles) 8703.60.13 - - - Ô tô cứu thương 8703.60.14 - - - Ô tô tang lễ 8703.60.15 - - - Ô tô chở phạm nhân - - - --- HIT --- quá 1.800 cc 8703.40.74 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.76 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.77 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô khác (kể cả ô tô ch"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.15,8703601500,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,nạp điện từ nguồn điện bên ngoài: - - Dạng CKD: 8703.60.11 - - - Xe đua cỡ nhỏ 8703.60.12 - - - Xe địa hình ATV (All-Terrain Vehicles) 8703.60.13 - - - Ô tô cứu thương 8703.60.14 - - - Ô tô tang lễ 8703.60.15 - - - Ô tô chở phạm nhân - - - --- HIT --- quá 1.800 cc 8703.40.74 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.76 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.77 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.16,8703601600,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,ll-Terrain Vehicles) 8703.60.13 - - - Ô tô cứu thương 8703.60.14 - - - Ô tô tang lễ 8703.60.15 - - - Ô tô chở phạm nhân - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.60.16 - - - - Dung tích xi lanh không quá 2.000 cc 8703.60.17 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Seda --- HIT --- 1.800 cc nhưng không quá 2.000 cc 8703.40.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.76 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.77 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô khác (kể cả ô tô c
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.17,8703601700,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,03.60.14 - - - Ô tô tang lễ 8703.60.15 - - - Ô tô chở phạm nhân - - - Ô tô nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.60.16 - - - - Dung tích xi lanh không quá 2.000 cc 8703.60.17 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Seda --- HIT --- 1.800 cc nhưng không quá 2.000 cc 8703.40.75 - - - - Dung tích xi lanh trên 2.000 cc nhưng không quá 2.500 cc 8703.40.76 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.77 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.18,8703601800,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"nhà ở lưu động (có nội thất được thiết kế như căn hộ) (Motor-homes): 8703.60.16 - - - - Dung tích xi lanh không quá 2.000 cc 8703.60.17 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.60.18 - - - - Dung tích xi lanh không quá 1.500 --- HIT --- .000 cc nhưng không quá 2.500 cc 8703.40.76 - - - - Dung tích xi lanh trên 2.500 cc nhưng không quá 3.000 cc 8703.40.77 - - - - Dung tích xi lanh trên 3.000 cc - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), không phải loại bốn bánh chủ động: 8703.40.81 - - - -"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.19,8703601900,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"otor-homes): 8703.60.16 - - - - Dung tích xi lanh không quá 2.000 cc 8703.60.17 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.60.18 - - - - Dung tích xi lanh không quá 1.500 cc 8703.60.19 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 c --- HIT --- ành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), không phải loại bốn bánh chủ động: 8703.40.81 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.82 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.83 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.21,8703602100,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"17 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô kiểu Sedan: 8703.60.18 - - - - Dung tích xi lanh không quá 1.500 cc 8703.60.19 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 2.000 cc 8703.60.21 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh chủ động: 8703.60. --- HIT --- ông kể ô tô van), không phải loại bốn bánh chủ động: 8703.40.81 - - - - Dung tích xi lanh không quá 1.000 cc 8703.40.82 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc"
RCEP,2023_163_164_129-2022-N_-CP_8703.txt,8703.60.22,8703602200,870360,HS_CODE_FOUND_RATE_NEEDS_TABLE_EXTRACTION,,,"3.60.21 - - - - Dung tích xi lanh trên 2.000 cc - - - Ô tô khác (kể cả ô tô chở người có khoang chở hành lý chung (station wagons) và ô tô thể thao, nhưng không kể ô tô van), loại bốn bánh chủ động: 8703.60.22 - - - - Dung tích xi lanh không quá 1.500 cc 8703.60. --- HIT --- - Dung tích xi lanh không quá 1.000 cc 8703.40.82 - - - - Dung tích xi lanh trên 1.000 cc nhưng không quá 1.500 cc 8703.40.83 - - - - Dung tích xi lanh trên 1.500 cc nhưng không quá 1.800 cc 8703.40.84 - - - - Dung tích xi lanh trên 1.800 cc nhưng không quá 2.000 cc 8703.40.85 - - - - Dung tích xi lanh trên 2.000 cc nhưng không"
